x,y,theta
0,0,0.785398163397448
0.05,0.049997685217335,0.785328715737968
0.1,0.099981482510261,0.785120334178392
0.15,0.149937507812035,0.784772902970003
0.2,0.199851884770179,0.78428622918082
0.25,0.249710748600931,0.783660042670186
0.3,0.299500249940484,0.782893996054742
0.35,0.349206558691947,0.781987664667369
0.4,0.398815867866942,0.780940546511115
0.45,0.448314397420798,0.779752062210621
0.5,0.497688398080245,0.778421554964072
0.55,0.546924155162575,0.776948290499184
0.6,0.596007992385184,0.775331457037304
0.65,0.64492627566445,0.77357016527026
0.7,0.693665416902896,0.771663448355195
0.75,0.742211877763569,0.769610261933233
0.8,0.790552173430605,0.767409484178532
0.85,0.838672876354925,0.765059915884931
0.9,0.886560619984019,0.762560280598185
0.95,0.934202102474797,0.759909224802557
1,0.981584090388457,0.757105318171368
1.05,1.02869342236635,0.754147053892029
1.1,1.07551701278585,0.751032849076962
1.15,1.12204185539513,0.747761045272888
1.2,1.16825502692595,0.744329909081946
1.25,1.21414369068337,0.74073763290926
1.3,1.25969510011142,0.736982335852733
1.35,1.30489660233369,0.733062064752052
1.4,1.349735641668,0.728974795415206
1.45,1.39419976311395,0.724718434042132
1.5,1.43827661581261,0.720290818866492
1.55,1.48195395647719,0.715689722038061
1.6,1.5252196527939,0.710912851769617
1.65,1.56806168679198,0.705957854773804
1.7,1.61046815818188,0.700822319016916
1.75,1.65242728766091,0.695503776818122
1.8,1.69392742018511,0.689999708324179
1.85,1.73495702820673,0.684307545391179
1.9,1.77550471487626,0.678424675906341
1.95,1.81555921720812,0.672348448584257
2,1.85510940920921,0.666076178273255
2.05,1.8941443049694,0.6596051518087
2.1,1.93265306171307,0.652932634451009
2.15,1.97062498281097,0.646055876946875
2.2,2.0080495207514,0.638972123252653
2.25,2.04491628007,0.631678618958981
2.3,2.08121502023736,0.624172620455397
2.35,2.11693565850349,0.616451404872988
2.4,2.15206827269857,0.608512280841764
2.45,2.18660310398898,0.600352600097545
2.5,2.22053055958811,0.591969769970463
2.55,2.25384121542088,0.583361266783762
2.6,2.28652581874152,0.574524650187159
2.65,2.31857529070372,0.565457578443725
2.7,2.34998072888245,0.556157824682721
2.75,2.38073340974683,0.546623294123237
2.8,2.41082479108323,0.536852042264509
2.85,2.44024651436812,0.526842294028529
2.9,2.46899040708976,0.516592463828875
2.95,2.49704848501832,0.506101176526512
3,2.52441295442369,0.495367289218674
3.05,2.55107621424031,0.484389913790838
3.1,2.57703085817857,0.473168440144212
3.15,2.60226967678205,0.4617025599923
3.2,2.62678565943007,0.449992291099962
3.25,2.65057199628511,0.438038001817297
3.3,2.6736220801843,0.425840435738749
3.35,2.69592950847479,0.413400736295502
3.4,2.71748808479214,0.400720471066825
3.45,2.73829182078156,0.387801655573981
3.5,2.75833493776126,0.374646776299237
3.55,2.77761186832763,0.361258812652876
3.6,2.79611725790168,0.347641257593698
3.64999999999999,2.8138459662164,0.333798136593861
3.69999999999999,2.8307930687446,0.319734024627922
3.74999999999999,2.84695385806676,0.305454060859217
3.79999999999999,2.86232384517865,0.290963960695032
3.84999999999999,2.87689876073823,0.276270024886111
3.89999999999999,2.89067455625158,0.261379145356421
3.94999999999999,2.90364740519739,0.246298807466362
3.99999999999999,2.91581370408994,0.231037088437107
4.04999999999999,2.92717007347998,0.21560265169568
4.09999999999999,2.93771335889348,0.200004736939748
4.14999999999999,2.94744063170784,0.184253145767691
4.19999999999999,2.95634918996538,0.168358222772837
4.24999999999999,2.96443655912387,0.152330832060101
4.29999999999999,2.97170049274387,0.136182329207619
4.34999999999999,2.97813897311276,0.119924528764139
4.39999999999999,2.98375021180517,0.103569667443435
4.44999999999999,2.98853265017975,0.087130363248187
4.49999999999999,2.99248495981216,0.070619570825886
4.54999999999999,2.99560604286403,0.054050533426519
4.59999999999999,2.9978950323879,0.037436731894156
4.64999999999999,2.99935129256807,0.020791831180355
4.69999999999999,2.99997441889719,0.00412962491488
4.74999999999999,2.99976423828862,-0.012536021392951
4.79999999999999,2.99872080912452,-0.02919122792197
4.84999999999999,2.99684442123959,-0.045822158260341
4.89999999999999,2.99413559584065,-0.062415076661587
4.94999999999999,2.99059508536176,-0.078956404226088
4.99999999999999,2.9862238732553,-0.095432773419922
5.04999999999999,2.98102317371874,-0.11183108037552
5.09999999999999,2.97499443135741,-0.128138534461526
5.14999999999999,2.96813932078319,-0.144342704661146
5.19999999999999,2.96045974614939,-0.160431562357615
5.24999999999999,2.95195784062181,-0.176393520190442
5.29999999999999,2.9426359657862,-0.192217466715
5.34999999999999,2.93249671099231,-0.207892796668882
5.39999999999999,2.92154289263459,-0.223409436719541
5.44999999999999,2.90977755336994,-0.238757866637209
5.49999999999999,2.8972039612725,-0.25392913590353
5.54999999999999,2.8838256089259,-0.268914875828306
5.59999999999999,2.8696462124531,-0.283707307303165
5.64999999999999,2.85466971048417,-0.298299244370971
5.69999999999999,2.83890026306225,-0.312684093832778
5.74999999999999,2.82234225048799,-0.326855851149757
5.79999999999999,2.80500027210288,-0.340809092925699
5.84999999999999,2.78687914501161,-0.354538966276481
5.89999999999999,2.76798390274409,-0.368041175406657
5.94999999999999,2.74831979385723,-0.381311965720436
5.99999999999999,2.72789228047705,-0.394348105795423
6.04999999999999,2.70670703678148,-0.407146867543176
6.09999999999999,2.68476994742422,-0.419706004871677
6.14999999999999,2.66208710590013,-0.432023731151865
6.19999999999999,2.63866481285269,-0.444098695774294
6.24999999999999,2.6145095743238,-0.455929960063317
6.29999999999999,2.58962809994663,-0.467516972795792
6.34999999999999,2.56402730108184,-0.478859545549642
6.39999999999999,2.53771428889785,-0.489957828085338
6.44999999999999,2.5106963723955,-0.500812283940925
6.49999999999999,2.48298105637789,-0.511423666399057
6.54999999999999,2.4545760393657,-0.521792994962972
6.59999999999998,2.42548921145878,-0.531921532457664
6.64999999999998,2.39572865214453,-0.541810762853036
6.69999999999998,2.36530262805362,-0.55146236988755
6.74999999999998,2.33421959066377,-0.560878216554071
6.79999999999998,2.30248817395217,-0.570060325494212
6.84999999999998,2.27011719199721,-0.579010860333608
6.89999999999998,2.23711563653017,-0.58773210797811
6.94999999999998,2.2034926744376,-0.596226461879933
6.99999999999998,2.16925764521499,-0.604496406273202
7.04999999999998,2.13442005837255,-0.61254450137005
7.09999999999998,2.09898959079373,-0.620373369501419
7.14999999999998,2.06297608404727,-0.627985682180781
7.19999999999998,2.02638954165347,-0.635384148064179
7.24999999999998,1.98924012630552,-0.642571501776066
7.29999999999998,1.9515381570466,-0.649550493567398
7.34999999999998,1.91329410640353,-0.656323879770136
