x,y,theta,u,v,r
1,1,0,0.3,0,0
1.03,1,0,0.3,0,0
1.06,1,0,0.3,0,0
1.09,1,0,0.3,0,0
1.12,1,0,0.3,0,0
1.15,1,0,0.3,0,0
1.18,1,0,0.3,0,0
1.21,1,0,0.3,0,0
1.24,1,0,0.3,0,0
1.27,1,0,0.3,0,0
1.3,1,0,0.3,0,0
1.307276069,1.029104275,1.325817664,0.3,-2.77556E-17,0.168207247
1.314552138,1.05820855,1.325817664,0.3,-2.77556E-17,0
1.321828206,1.087312825,1.325817664,0.3,-2.77556E-17,0
1.329104275,1.1164171,1.325817664,0.3,-2.77556E-17,0
1.336380344,1.145521375,1.325817664,0.3,-2.77556E-17,0
1.343656413,1.17462565,1.325817664,0.3,-2.77556E-17,0
1.350932481,1.203729925,1.325817664,0.3,-2.77556E-17,0
1.35820855,1.2328342,1.325817664,0.3,-2.77556E-17,0
1.365484619,1.261938475,1.325817664,0.3,-2.77556E-17,0
1.372760688,1.29104275,1.325817664,0.3,-2.77556E-17,0
1.380036756,1.320147025,1.325817664,0.3,-2.77556E-17,0
1.387312825,1.3492513,1.325817664,0.3,-2.77556E-17,0
1.394588894,1.378355575,1.325817664,0.3,-2.77556E-17,0
1.401864963,1.40745985,1.325817664,0.3,-2.77556E-17,0
1.409141031,1.436564125,1.325817664,0.3,-2.77556E-17,0
1.4164171,1.4656684,1.325817664,0.3,-2.77556E-17,0
1.423693169,1.494772675,1.325817664,0.3,-2.77556E-17,0
1.430969238,1.52387695,1.325817664,0.3,-2.77556E-17,0
1.438245306,1.552981225,1.325817664,0.3,-2.77556E-17,0
1.445521375,1.5820855,1.325817664,0.3,-2.77556E-17,0
1.452797444,1.611189775,1.325817664,0.3,-2.77556E-17,0
1.460073513,1.64029405,1.325817664,0.3,-2.77556E-17,0
1.467349581,1.669398325,1.325817664,0.3,-2.77556E-17,0
1.47462565,1.6985026,1.325817664,0.3,-2.77556E-17,0
1.481901719,1.727606875,1.325817664,0.3,-2.77556E-17,0
1.489177788,1.75671115,1.325817664,0.3,-2.77556E-17,0
1.496453856,1.785815425,1.325817664,0.3,-2.77556E-17,0
1.503729925,1.8149197,1.325817664,0.3,-2.77556E-17,0
1.511005994,1.844023975,1.325817664,0.3,-2.77556E-17,0
1.518282063,1.87312825,1.325817664,0.3,-2.77556E-17,0
1.525558131,1.902232525,1.325817664,0.3,-2.77556E-17,0
1.5328342,1.9313368,1.325817664,0.3,-2.77556E-17,0
1.540110269,1.960441075,1.325817664,0.3,-2.77556E-17,0
1.547386338,1.98954535,1.325817664,0.3,-2.77556E-17,0
1.554662406,2.018649625,1.325817664,0.3,-2.77556E-17,0
1.561938475,2.0477539,1.325817664,0.3,-2.77556E-17,0
1.569214544,2.076858175,1.325817664,0.3,-2.77556E-17,0
1.576490613,2.10596245,1.325817664,0.3,-2.77556E-17,0
1.583766681,2.135066725,1.325817664,0.3,-2.77556E-17,0
1.59104275,2.164171,1.325817664,0.3,-2.77556E-17,0
1.598318819,2.193275275,1.325817664,0.3,-2.77556E-17,0
1.605594888,2.22237955,1.325817664,0.3,-2.77556E-17,0
1.612870956,2.251483825,1.325817664,0.3,-2.77556E-17,0
1.620147025,2.2805881,1.325817664,0.3,-2.77556E-17,0
1.627423094,2.309692375,1.325817664,0.3,-2.77556E-17,0
1.634699163,2.33879665,1.325817664,0.3,-2.77556E-17,0
1.641975231,2.367900925,1.325817664,0.3,-2.77556E-17,0
1.6492513,2.3970052,1.325817664,0.3,-2.77556E-17,0
1.656527369,2.426109475,1.325817664,0.3,-2.77556E-17,0
1.663803438,2.45521375,1.325817664,0.3,-2.77556E-17,0
1.671079506,2.484318025,1.325817664,0.3,-2.77556E-17,0
1.678355575,2.5134223,1.325817664,0.3,-2.77556E-17,0
1.685631644,2.542526575,1.325817664,0.3,-2.77556E-17,0
1.692907713,2.57163085,1.325817664,0.3,-2.77556E-17,0
1.700183781,2.600735125,1.325817664,0.3,-2.77556E-17,0
1.70745985,2.6298394,1.325817664,0.3,-2.77556E-17,0
1.714735919,2.658943675,1.325817664,0.3,-2.77556E-17,0
1.722011988,2.68804795,1.325817664,0.3,-2.77556E-17,0
1.729288056,2.717152225,1.325817664,0.3,-2.77556E-17,0
1.736564125,2.7462565,1.325817664,0.3,-2.77556E-17,0
1.743840194,2.775360775,1.325817664,0.3,-2.77556E-17,0
1.751116263,2.80446505,1.325817664,0.3,-2.77556E-17,0
1.758392331,2.833569325,1.325817664,0.3,-2.77556E-17,0
1.7656684,2.8626736,1.325817664,0.3,-2.77556E-17,0
1.772944469,2.891777875,1.325817664,0.3,-2.77556E-17,0
1.780220538,2.92088215,1.325817664,0.3,-2.77556E-17,0
1.787496606,2.949986425,1.325817664,0.3,-2.77556E-17,0
1.794772675,2.9790907,1.325817664,0.3,-2.77556E-17,0
1.802048744,3.008194975,1.325817664,0.3,-2.77556E-17,0
1.809324813,3.03729925,1.325817664,0.3,-2.77556E-17,0
1.816600881,3.066403525,1.325817664,0.3,-2.77556E-17,0
1.82387695,3.0955078,1.325817664,0.3,-2.77556E-17,0
1.831153019,3.124612075,1.325817664,0.3,-2.77556E-17,0
1.838429088,3.15371635,1.325817664,0.3,-2.77556E-17,0
1.845705156,3.182820625,1.325817664,0.3,-2.77556E-17,0
1.852981225,3.2119249,1.325817664,0.3,-2.77556E-17,0
1.860257294,3.241029175,1.325817664,0.3,-2.77556E-17,0
1.867533363,3.27013345,1.325817664,0.3,-2.77556E-17,0
1.874809431,3.299237725,1.325817664,0.3,-2.77556E-17,0
1.8820855,3.328342,1.325817664,0.3,-2.77556E-17,0
1.889361569,3.357446275,1.325817664,0.3,-2.77556E-17,0
1.896637638,3.38655055,1.325817664,0.3,-2.77556E-17,0
1.903913706,3.415654825,1.325817664,0.3,-2.77556E-17,0
1.911189775,3.4447591,1.325817664,0.3,-2.77556E-17,0
