x,y,theta
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
0,-5,0
